Street,Vicinity,City,District,Province,Classification,Zonal Value,Barangay
1,T. MORATO,Quezon City,,NCR,,,
2,T. MORATO,Quezon City,,NCR,,,
Province,:   METRO MANILA,Quezon City,,NCR,,,
City/Municipality,":   SOUTH,  QUEZON CITY",Quezon City,,NCR,D.O. NO.,007-2024,
Zone/Barangay,:   KRISTONG HARI,Quezon City,,NCR,Effectivity Date,2/17/2024,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,CLASSIFICATION,7TH REVISION,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,,ZV/SQ.M.,
WOODSIDE HOMES CONDO,DONA HEMADY,Quezon City,,NCR,RC,72000,
WOODSIDE HOMES CONDO,DONA HEMADY,Quezon City,,NCR,PS,50000,
ALL OTHER CONDOMINIUMS,DONA HEMADY,Quezon City,,NCR,RC,71000,
ALL OTHER CONDOMINIUMS,DONA HEMADY,Quezon City,,NCR,CC,88000,
ALL OTHER CONDOMINIUMS,DONA HEMADY,Quezon City,,NCR,PS,51000,
ALL OTHER TOWNHOUSES,DONA HEMADY,Quezon City,,NCR,RC,70000,
ALL OTHER TOWNHOUSES,DONA HEMADY,Quezon City,,NCR,CC,84000,
ALL OTHER TOWNHOUSES,DONA HEMADY,Quezon City,,NCR,PS,48000,
NOTES:,DONA HEMADY,Quezon City,,NCR,,,
1,DONA HEMADY,Quezon City,,NCR,,,
2,DONA HEMADY,Quezon City,,NCR,,,
Province,:   METRO MANILA,Quezon City,,NCR,,,
City/Municipality,":   SOUTH,  QUEZON CITY",Quezon City,,NCR,D.O. NO.,007-2024,
Zone/Barangay,:   KRUS NA LIGAS,Quezon City,,NCR,Effectivity Date,2/17/2024,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,CLASSIFICATION,7TH REVISION,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,,ZV/SQ.M.,
A. BALUYOT ST.,S. FLORES-V. MANANSALA,Quezon City,,NCR,GL,46000,
ALONSO ST.,LT. FRANCISCO ST.,Quezon City,,NCR,GL,46000,
ANGELES ST.,MADASALIN-C.V. FRANCISCO,Quezon City,,NCR,GL,46000,
ANTIPOLO ST.,MAPAGKUMBABA ST.-KABALITANG ST.,Quezon City,,NCR,GL,46000,
B. BALUYOT ST.,C.P. GARCIA-MASINSINAN,Quezon City,,NCR,GL,46000,
CV FRANCISCO ST.,B. BALUYOT-F. RAMOS,Quezon City,,NCR,GL,46000,
D. DOMINGO ST.,A. BALUYOT-C.V. FRANCISCO,Quezon City,,NCR,GL,46000,
E. RAMOS ST.,LT. J. FRANCISCO-ANGELES,Quezon City,,NCR,GL,46000,
EUGENIO ST.,C.V. FRANCISCO-ANGELES,Quezon City,,NCR,GL,46000,
H.R. OCAMPO ST.,C.P. GARCIA-S. FLORES,Quezon City,,NCR,GL,46000,
KABALITANG ST.,MAGINHAWA ST.,Quezon City,,NCR,GL,46000,
LT. FRANCISCO ST.,B. BALUYOT-V. MANANSALA,Quezon City,,NCR,GL,46000,
MAPAGKUMBABA ST.,MAGINHAWA,Quezon City,,NCR,GL,46000,
M. DELA CRUZ ST.,KABALITANG ST.-FRONCISCO SY.,Quezon City,,NCR,GL,46000,
M. DELA CRUZ ST.,TIBURCIO ST.,Quezon City,,NCR,GL,46000,
P. FRANCISCO ST.,MAGINHAWA-LT. FRANCISCO,Quezon City,,NCR,GL,46000,
S. SALVADOR ST. (SALVADOR),B. BALUYOT-F. RAMOS,Quezon City,,NCR,GL,46000,
S. FLORES ST.,A. BALUYOT,Quezon City,,NCR,GL,46000,
SANTOS ST.,LT. FRANCISCO ST.-SALVADOR ST.,Quezon City,,NCR,GL,46000,
TIBURCIO ST.,F. RAMOS,Quezon City,,NCR,GL,46000,
V. MANANSALA ST. (MANANSALA),C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,GL,46000,
PANGANIBAN ST,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,RR,48000,
MANANSALA ST,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,RR,48000,
PLAZA STA INES,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,RR,48000,
TIBURCIO EXTENSION,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,RR,48000,
V.  FRANCISCO ST.,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,RR,48000,
GONZALES ST,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,RR,48000,
FERNANDO ST,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,RR,48000,
KABALITAANG ST.,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,RR,48000,
M. DELA CRUZ  ST,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,RR,48000,
FLORES ST.,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,RR,48000,
T. FULGENCIO ST.,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,RR,48000,
SITIO  LAMBAK,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,RR,48000,
ALL OTHER STREETS,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,RR,45000,
ALL OTHER STREETS,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,CR,64000,
ALL OTHER CONDOMINIUMS,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,RC,68000,
ALL OTHER CONDOMINIUMS,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,CC,80000,
ALL OTHER CONDOMINIUMS,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,PS,47000,
ALL OTHER TOWNHOUSES ,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,RC,55000,
ALL OTHER TOWNHOUSES ,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,CC,68000,
ALL OTHER TOWNHOUSES ,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,PS,39000,
NOTES:,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,,,
1,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,,,
2,C.P. GARCIA-A. BALUYOT,Quezon City,,NCR,,,
Province,:   METRO MANILA,Quezon City,,NCR,,,
City/Municipality,":   SOUTH,  QUEZON CITY",Quezon City,,NCR,D.O. NO.,007-2024,
Zone/Barangay,:   LAGING HANDA,Quezon City,,NCR,Effectivity Date,2/17/2024,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,CLASSIFICATION,7TH REVISION,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,,ZV/SQ.M.,
DON  ALEJANDRO ROCES AVE.,T.MORATO-SCT. REYES,Quezon City,,NCR,CR,122000,
DR. LAZCANO ST.,T. MORATO-SCT. REYES,Quezon City,,NCR,RR,75000,
DR. LAZCANO ST.,T. MORATO-SCT. REYES,Quezon City,,NCR,CR,94000,
MO. IGNACIA AVE. (CEBU AVENUE),TIMOG-SCT. REYES,Quezon City,,NCR,RR,94000,
MO. IGNACIA AVE. (CEBU AVENUE),TIMOG-SCT. REYES,Quezon City,,NCR,CR,113000,
SCOUT CASTOR ST.,T. MORATO-SCT. REYES,Quezon City,,NCR,RR,75000,
SCOUT CASTOR ST.,T. MORATO-SCT. REYES,Quezon City,,NCR,CR,94000,
SCOUT DE GUIA ST.,T. MORATO-SCT. REYES,Quezon City,,NCR,RR,75000,
SCOUT DE GUIA ST.,T. MORATO-SCT. REYES,Quezon City,,NCR,CR,94000,
SCOUT DELGADO ST.,T. MORATO-SCT. REYES,Quezon City,,NCR,RR,75000,
SCOUT DELGADO ST.,T. MORATO-SCT. REYES,Quezon City,,NCR,CR,94000,
SCOUT FERNANDEZ ST.,T. MORATO-SCT. REYES,Quezon City,,NCR,RR,75000,
SCOUT FERNANDEZ ST.,T. MORATO-SCT. REYES,Quezon City,,NCR,CR,94000,
SCOUT FUENTEBELLA ST.,T. MORATO-SCT. REYES,Quezon City,,NCR,RR,75000,
SCOUT FUENTEBELLA ST.,T. MORATO-SCT. REYES,Quezon City,,NCR,CR,94000,
SCOUT GANDIA ST.,T. MORATO-SCT. REYES,Quezon City,,NCR,RR,75000,
SCOUT GANDIA ST.,T. MORATO-SCT. REYES,Quezon City,,NCR,CR,94000,
SCOUT LIMBAGA ST.,T. MORATO-M. IGNACIA,Quezon City,,NCR,RR,75000,
SCOUT LIMBAGA ST.,T. MORATO-M. IGNACIA,Quezon City,,NCR,CR,94000,
SCOUT LOZANO ST.,T. MORATO-SCT. REYES,Quezon City,,NCR,RR,75000,
SCOUT LOZANO ST.,T. MORATO-SCT. REYES,Quezon City,,NCR,CR,94000,
SCOUT RALLOS ST.,T. MORATO-M. IGNACIA,Quezon City,,NCR,RR,75000,
SCOUT RALLOS ST.,T. MORATO-M. IGNACIA,Quezon City,,NCR,CR,94000,
SCOUT REYES ST.,A. ROCES-M. IGNACIA,Quezon City,,NCR,RR,82000,
SCOUT REYES ST.,A. ROCES-M. IGNACIA,Quezon City,,NCR,CR,99000,
SCOUT SANTIAGO ST.,A. ROCES-TIMOG,Quezon City,,NCR,RR,82000,
SCOUT SANTIAGO ST.,A. ROCES-TIMOG,Quezon City,,NCR,CR,99000,
SCOUT TOBIAS ST.,A. ROCES-TIMOG,Quezon City,,NCR,RR,88000,
SCOUT TOBIAS ST.,A. ROCES-TIMOG,Quezon City,,NCR,CR,105000,
SCOUT TUAZON ST.,A. ROCES-TIMOG,Quezon City,,NCR,RR,88000,
SCOUT TUAZON ST.,A. ROCES-TIMOG,Quezon City,,NCR,CR,105000,
TIMOG (SOUTH) AVE.,T. MORATO-M. IGNACIA,Quezon City,,NCR,CR,148000,
TOMAS MORATO AVE. (SAMPALOC AVE.),A. ROCES-TIMOG,Quezon City,,NCR,CR,146000,
ALL OTHER STREETS,A. ROCES-TIMOG,Quezon City,,NCR,RR,74000,
ALL OTHER STREETS,A. ROCES-TIMOG,Quezon City,,NCR,CR,93000,
BRIGHT PLACE,SCT. BAYORAN,Quezon City,,NCR,RC,117000,
BRIGHT PLACE,SCT. BAYORAN,Quezon City,,NCR,PS,82000,
CHATEAU AURORA CONDO.,SCT. DELGADO,Quezon City,,NCR,RC,117000,
CHATEAU AURORA CONDO.,SCT. DELGADO,Quezon City,,NCR,PS,82000,
EXELSIOR PLAZA,SCT. REYES COR. SCT. CASTOR,Quezon City,,NCR,RC,117000,
EXELSIOR PLAZA,SCT. REYES COR. SCT. CASTOR,Quezon City,,NCR,PS,82000,
NOTES:,SCT. REYES COR. SCT. CASTOR,Quezon City,,NCR,,,
1,SCT. REYES COR. SCT. CASTOR,Quezon City,,NCR,,,
2,SCT. REYES COR. SCT. CASTOR,Quezon City,,NCR,,,
Province,:   METRO MANILA,Quezon City,,NCR,,,
City/Municipality,":   SOUTH,  QUEZON CITY",Quezon City,,NCR,D.O. NO.,007-2024,
Zone/Barangay,:   LAGING HANDA,Quezon City,,NCR,Effectivity Date,2/17/2024,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,CLASSIFICATION,7TH REVISION,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,,ZV/SQ.M.,
METRO SQUARE,35 SCT. TUAZON,Quezon City,,NCR,RC,117000,
METRO SQUARE,35 SCT. TUAZON,Quezon City,,NCR,PS,82000,
ST. JOHN CONDOMINIUM,139 SCT. RALLOS,Quezon City,,NCR,RC,117000,
ST. JOHN CONDOMINIUM,139 SCT. RALLOS,Quezon City,,NCR,PS,82000,
TORRE VENEZIA,TIMOG-SCT. SANTIAGO,Quezon City,,NCR,RC,132000,
TORRE VENEZIA,TIMOG-SCT. SANTIAGO,Quezon City,,NCR,CC,151000,
TORRE VENEZIA,TIMOG-SCT. SANTIAGO,Quezon City,,NCR,PS,93000,
LANSBERGH PLACE (ATHERTON PLACE),A. ROCES COR. MORATO,Quezon City,,NCR,RC,117000,
LANSBERGH PLACE (ATHERTON PLACE),A. ROCES COR. MORATO,Quezon City,,NCR,CC,139000,
LANSBERGH PLACE (ATHERTON PLACE),A. ROCES COR. MORATO,Quezon City,,NCR,PS,85000,
ATHERTON PLACE,A. ROCES AVE COR. T.   ORATO AVE,Quezon City,,NCR,RC,111000,
ATHERTON PLACE,A. ROCES AVE COR. T.   ORATO AVE,Quezon City,,NCR,CC,129000,
ATHERTON PLACE,A. ROCES AVE COR. T.   ORATO AVE,Quezon City,,NCR,PS,81000,
SOFIA TOWER,DON A. ROCES AVE.,Quezon City,,NCR,RC,129000,
SOFIA TOWER,DON A. ROCES AVE.,Quezon City,,NCR,CC,146000,
SOFIA TOWER,DON A. ROCES AVE.,Quezon City,,NCR,PS,90000,
JV MANAGER'S TOWER,SCT. REYES COR. SCT  CASTOR,Quezon City,,NCR,RC,129000,
JV MANAGER'S TOWER,SCT. REYES COR. SCT  CASTOR,Quezon City,,NCR,CC,146000,
JV MANAGER'S TOWER,SCT. REYES COR. SCT  CASTOR,Quezon City,,NCR,PS,90000,
BRIGHT  FAMILY  CONDO.,SCT  SANTIAGO,Quezon City,,NCR,RC,117000,
BRIGHT  FAMILY  CONDO.,SCT  SANTIAGO,Quezon City,,NCR,CC,134000,
BRIGHT  FAMILY  CONDO.,SCT  SANTIAGO,Quezon City,,NCR,PS,85000,
PRINCE  JUN CONDOMINIUM,TIMOG AVENUE,Quezon City,,NCR,RC,117000,
PRINCE  JUN CONDOMINIUM,TIMOG AVENUE,Quezon City,,NCR,CC,134000,
PRINCE  JUN CONDOMINIUM,TIMOG AVENUE,Quezon City,,NCR,PS,85000,
ALL OTHER CONDOMINIUMS,TIMOG AVENUE,Quezon City,,NCR,RC,110000,
ALL OTHER CONDOMINIUMS,TIMOG AVENUE,Quezon City,,NCR,CC,128000,
ALL OTHER CONDOMINIUMS,TIMOG AVENUE,Quezon City,,NCR,PS,80000,
MONTPELIER TOWHOUSE,SCT.  TOBIAS,Quezon City,,NCR,RC,85000,
MONTPELIER TOWHOUSE,SCT.  TOBIAS,Quezon City,,NCR,PS,56000,
MIDTOWN SQUARE,DR.  LASCANO,Quezon City,,NCR,RC,78000,
MIDTOWN SQUARE,DR.  LASCANO,Quezon City,,NCR,PS,55000,
MONARCH  SQUARE ,SCT.  DE GUIA,Quezon City,,NCR,RC,78000,
MONARCH  SQUARE ,SCT.  DE GUIA,Quezon City,,NCR,PS,55000,
ALL OTHER TOWNHOUSES ,SCT.  DE GUIA,Quezon City,,NCR,RC,70000,
ALL OTHER TOWNHOUSES ,SCT.  DE GUIA,Quezon City,,NCR,CC,90000,
ALL OTHER TOWNHOUSES ,SCT.  DE GUIA,Quezon City,,NCR,PS,49000,
NOTES:,SCT.  DE GUIA,Quezon City,,NCR,,,
1,SCT.  DE GUIA,Quezon City,,NCR,,,
2,SCT.  DE GUIA,Quezon City,,NCR,,,
Province,:   METRO MANILA,Quezon City,,NCR,,,
City/Municipality,":   SOUTH,  QUEZON CITY",Quezon City,,NCR,D.O. NO.,007-2024,
Zone/Barangay,:   LOYOLA HEIGHTS,Quezon City,,NCR,Effectivity Date,2/17/2024,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,CLASSIFICATION,7TH REVISION,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,,ZV/SQ.M.,
A. ALBERT ST.,JHOCSON-B. GONZALES,Quezon City,,NCR,RR,61000,
A. ALBERT ST.,JHOCSON-B. GONZALES,Quezon City,,NCR,CR,75000,
A. MELCHOR ST.,LAUREL-C. SALVADOR,Quezon City,,NCR,RR,61000,
A. MELCHOR ST.,LAUREL-C. SALVADOR,Quezon City,,NCR,CR,75000,
APOSTOL ST.,ESTEBAN ABADA,Quezon City,,NCR,RR,61000,
AURORA BOULEVARD,BATINO-MARIKINA,Quezon City,,NCR,CR,138000,
AURORA BOULEVARD,BATINO-MARIKINA,Quezon City,,NCR,X,115000,
AVELINO ST.,B. GONZALES-JHOCSON,Quezon City,,NCR,RR,61000,
AVELINO ST.,B. GONZALES-JHOCSON,Quezon City,,NCR,CR,77000,
B. GONZALEZ ST. (G. GONZALES),T. EVANGELISTA-KATIPUNAN AVE.,Quezon City,,NCR,RR,61000,
B. GONZALEZ ST. (G. GONZALES),T. EVANGELISTA-KATIPUNAN AVE.,Quezon City,,NCR,CR,75000,
C. SALVADOR ST.,ROSA ALVERO-MELCHOR,Quezon City,,NCR,RR,61000,
C. SALVADOR ST.,ROSA ALVERO-MELCHOR,Quezon City,,NCR,CR,75000,
ESTEBAN ABADA ST.,KATIPUNAN-A. MELCHOR,Quezon City,,NCR,RR,63000,
ESTEBAN ABADA ST.,KATIPUNAN-A. MELCHOR,Quezon City,,NCR,CR,79000,
F. COLLANTES ST.                            ,ESTEBAN ABADA,Quezon City,,NCR,RR,61000,
F. COLLANTES ST.                            ,ESTEBAN ABADA,Quezon City,,NCR,CR,75000,
FAVIAN DELA ROSA ST.,KATIPUNAN-C. SALVADOR,Quezon City,,NCR,RR,61000,
FAVIAN DELA ROSA ST.,KATIPUNAN-C. SALVADOR,Quezon City,,NCR,CR,75000,
GUERRERO ST.,B. GONZALES-J. BOCOBO,Quezon City,,NCR,RR,61000,
GUERRERO ST.,B. GONZALES-J. BOCOBO,Quezon City,,NCR,CR,75000,
J. BOCOBO ST.,XAVIERVILLE-B. GONZALES,Quezon City,,NCR,RR,61000,
J. BOCOBO ST.,XAVIERVILLE-B. GONZALES,Quezon City,,NCR,CR,75000,
J. ESCALER ST.,KATIPUNAN AVE.,Quezon City,,NCR,RR,61000,
J. ESCALER ST.,KATIPUNAN AVE.,Quezon City,,NCR,CR,75000,
J. P. BURGOS ST.,P. BURGOS ST.-AURORA BLVD.,Quezon City,,NCR,RR,66000,
J. P. LAUREL ST.,XAVIERVILLE AVE.-B. GONZALES,Quezon City,,NCR,RR,65000,
J. P. LAUREL ST.,XAVIERVILLE AVE.-B. GONZALES,Quezon City,,NCR,CR,77000,
KATIPUNAN AVE.,AURORA BLVD.-MANGYAN,Quezon City,,NCR,CR,160000,
KATIPUNAN AVE.,AURORA BLVD.-MANGYAN,Quezon City,,NCR,X,93000,
M. DELOS SANTOS ST.,GUERRERO-J. BOCOBO,Quezon City,,NCR,RR,61000,
M. DELOS SANTOS ST.,GUERRERO-J. BOCOBO,Quezon City,,NCR,CR,75000,
M. JOCSON ST.,XAVIERVILLE-A. MELCHOR,Quezon City,,NCR,RR,61000,
M. JOCSON ST.,XAVIERVILLE-A. MELCHOR,Quezon City,,NCR,CR,75000,
M. V. DEL ROSARIO ST.,B. GONZALES-A. MELCHOR,Quezon City,,NCR,RR,61000,
M. V. DEL ROSARIO ST.,B. GONZALES-A. MELCHOR,Quezon City,,NCR,CR,75000,
MACAPAGAL ST.,QUEZON-GARCIA,Quezon City,,NCR,RR,61000,
NICANOR REYES ST.,ROSA ALVERO-C. SALVADOR,Quezon City,,NCR,RR,61000,
NICANOR REYES ST.,ROSA ALVERO-C. SALVADOR,Quezon City,,NCR,CR,75000,
P. BURGOS ST.,AURORA BLVD.,Quezon City,,NCR,RR,68000,
P. BURGOS ST.,AURORA BLVD.,Quezon City,,NCR,CR,78000,
NOTES:,AURORA BLVD.,Quezon City,,NCR,,,
1,AURORA BLVD.,Quezon City,,NCR,,,
2,AURORA BLVD.,Quezon City,,NCR,,,
Province,:   METRO MANILA,Quezon City,,NCR,,,
City/Municipality,":   SOUTH,  QUEZON CITY",Quezon City,,NCR,D.O. NO.,007-2024,
Zone/Barangay,:   LOYOLA HEIGHTS,Quezon City,,NCR,Effectivity Date,2/17/2024,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,CLASSIFICATION,7TH REVISION,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,,ZV/SQ.M.,
P. DELA ROSA,V I C I N I T Y,Quezon City,,NCR,RR,61000,
PARK 9 ST.,KATIPUNAN-E. ABADA,Quezon City,,NCR,RR,61000,
PARK 9 ST.,KATIPUNAN-E. ABADA,Quezon City,,NCR,CR,79000,
R. PALMA ST.,XAVIERVILLE AVE.,Quezon City,,NCR,RR,61000,
R. PALMA ST.,XAVIERVILLE AVE.,Quezon City,,NCR,CR,79000,
REGIDOR ST.,C. SALVADOR,Quezon City,,NCR,RR,61000,
REYES,C. SALVADOR,Quezon City,,NCR,RR,61000,
ROSA ALVERO ST.,KATIPUNAN-MAGSAYSAY,Quezon City,,NCR,RR,61000,
ROSA ALVERO ST.,KATIPUNAN-MAGSAYSAY,Quezon City,,NCR,CR,78000,
SEVERINO,KATIPUNAN-MAGSAYSAY,Quezon City,,NCR,RR,61000,
T. EVANGELISTA ST.,XAVIERVILLE-B. GONZALES,Quezon City,,NCR,RR,61000,
T. EVANGELISTA ST.,XAVIERVILLE-B. GONZALES,Quezon City,,NCR,CR,78000,
XAVIERVILLE AVE. (CHICO),KATIPUNAN-M. JHOCSON,Quezon City,,NCR,RR,65000,
XAVIERVILLE AVE. (CHICO),KATIPUNAN-M. JHOCSON,Quezon City,,NCR,CR,83000,
ALTA VISTA SUBDIVISION,AURORA BLVD.-KATIPUNAN AVE.,Quezon City,,NCR,RR,63000,
VILLA AURORA TOWNHOUSE ,AURORA BLVD.,Quezon City,,NCR,RR,73000,
XAVIERVILLE  SUBD.,F. COLLANTES,Quezon City,,NCR,RR,63000,
XAVIERVILLE I & II,XAVIERVILLE AVE.,Quezon City,,NCR,RR,63000,
XAVIERVILLE I & II,XAVIERVILLE AVE.,Quezon City,,NCR,CR,78000,
ALL OTHER STREETS,XAVIERVILLE AVE.,Quezon City,,NCR,RR,60000,
ALL OTHER STREETS,XAVIERVILLE AVE.,Quezon City,,NCR,CR,74000,
101 XAVIER VILLE,XAVIERVILLE AVE.,Quezon City,,NCR,RC,88000,
101 XAVIER VILLE,XAVIERVILLE AVE.,Quezon City,,NCR,CC,98000,
101 XAVIER VILLE,XAVIERVILLE AVE.,Quezon City,,NCR,PS,62000,
ASIANA QUEZON CITY,99 XAVIERVILLE COR. ESTEBAN ABADA,Quezon City,,NCR,RC,80000,
ASIANA QUEZON CITY,99 XAVIERVILLE COR. ESTEBAN ABADA,Quezon City,,NCR,CC,90000,
ASIANA QUEZON CITY,99 XAVIERVILLE COR. ESTEBAN ABADA,Quezon City,,NCR,PS,57000,
AURORA MILESTONE TOWER,1043 AURORA BLVD,Quezon City,,NCR,CC,93000,
AURORA MILESTONE TOWER,1043 AURORA BLVD,Quezon City,,NCR,PS,61000,
BERKELEY RESIDENCES (SMDC),KATIPUNAN COR. ESCALER,Quezon City,,NCR,RC,111000,
BERKELEY RESIDENCES (SMDC),KATIPUNAN COR. ESCALER,Quezon City,,NCR,CC,124000,
BERKELEY RESIDENCES (SMDC),KATIPUNAN COR. ESCALER,Quezon City,,NCR,PS,79000,
BLUE RESIDENCES (SMDC),AURORA BLVD. COR. KATIPUNAN AVE.,Quezon City,,NCR,RC,115000,
BLUE RESIDENCES (SMDC),AURORA BLVD. COR. KATIPUNAN AVE.,Quezon City,,NCR,CC,128000,
BLUE RESIDENCES (SMDC),AURORA BLVD. COR. KATIPUNAN AVE.,Quezon City,,NCR,PS,81000,
BURGUNDY CROWN TOWER,KATIPUNAN AVE,Quezon City,,NCR,RC,84000,
BURGUNDY CROWN TOWER,KATIPUNAN AVE,Quezon City,,NCR,CC,96000,
BURGUNDY CROWN TOWER,KATIPUNAN AVE,Quezon City,,NCR,PS,59000,
BURGUNDY PLACE CONDOMINIUM,B. GONZALES ST.,Quezon City,,NCR,RC,82000,
BURGUNDY PLACE CONDOMINIUM,B. GONZALES ST.,Quezon City,,NCR,CC,96000,
BURGUNDY PLACE CONDOMINIUM,B. GONZALES ST.,Quezon City,,NCR,PS,57000,
NOTES:,B. GONZALES ST.,Quezon City,,NCR,,,
1,B. GONZALES ST.,Quezon City,,NCR,,,
2,B. GONZALES ST.,Quezon City,,NCR,,,
Province,:   METRO MANILA,Quezon City,,NCR,,,
City/Municipality,":   SOUTH,  QUEZON CITY",Quezon City,,NCR,D.O. NO.,007-2024,
Zone/Barangay,:   LOYOLA HEIGHTS,Quezon City,,NCR,Effectivity Date,2/17/2024,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,CLASSIFICATION,7TH REVISION,
STREET NAME / SUBDIVISION / CONDOMINIUM,V I C I N I T Y,Quezon City,,NCR,,ZV/SQ.M.,
EAGLE STAR CONDO,25 FABIAN DELA ROSA ST,Quezon City,,NCR,RC,80000,
EAGLE STAR CONDO,25 FABIAN DELA ROSA ST,Quezon City,,NCR,CC,90000,
EAGLE STAR CONDO,25 FABIAN DELA ROSA ST,Quezon City,,NCR,PS,57000,
FBR ARCADE,KATIPUNAN AVE,Quezon City,,NCR,RC,80000,
FBR ARCADE,KATIPUNAN AVE,Quezon City,,NCR,PS,56000,
GOLDEN CRESCENT MANSION,ROSA ALVERO,Quezon City,,NCR,RC,78000,
GOLDEN CRESCENT MANSION,ROSA ALVERO,Quezon City,,NCR,PS,54000,
"HECARLO, INC",321 KATIPUNAN  ,Quezon City,,NCR,RC,78000,
"HECARLO, INC",321 KATIPUNAN  ,Quezon City,,NCR,PS,54000,
IVORY VILLA,93-XAVIERVILLE AVE.,Quezon City,,NCR,RC,75000,
IVORY VILLA,93-XAVIERVILLE AVE.,Quezon City,,NCR,PS,53000,
LEXINGTON CONDO,65 XAVIERVILLE AVE,Quezon City,,NCR,RC,78000,
LEXINGTON CONDO,65 XAVIERVILLE AVE,Quezon City,,NCR,PS,54000,
LIBERTY PALACE,96 XAVIERVILLE AVE.,Quezon City,,NCR,RC,75000,
LIBERTY PALACE,96 XAVIERVILLE AVE.,Quezon City,,NCR,PS,53000,
LOYOLA HEIGHTS CONDOMINIUM,E. ABADA,Quezon City,,NCR,RC,75000,
LOYOLA HEIGHTS CONDOMINIUM,E. ABADA,Quezon City,,NCR,PS,53000,
ONE BURGUNDY PLAZA,KATIPUNAN AVE,Quezon City,,NCR,RC,86000,
ONE BURGUNDY PLAZA,KATIPUNAN AVE,Quezon City,,NCR,CC,99000,
ONE BURGUNDY PLAZA,KATIPUNAN AVE,Quezon City,,NCR,PS,61000,
ONE KATIPUNAN RESIDENCES,KATIPUNAN AVE,Quezon City,,NCR,RC,78000,
ONE KATIPUNAN RESIDENCES,KATIPUNAN AVE,Quezon City,,NCR,CC,88000,
ONE KATIPUNAN RESIDENCES,KATIPUNAN AVE,Quezon City,,NCR,PS,54000,
ORACLE HOTEL & RESIDENCES,KATIPUNAN AVE,Quezon City,,NCR,RC,86000,
ORACLE HOTEL & RESIDENCES,KATIPUNAN AVE,Quezon City,,NCR,PS,61000,
PRINCE DAVID CONDO  ,KATIPUNAN AVE.,Quezon City,,NCR,RC,86000,
PRINCE DAVID CONDO  ,KATIPUNAN AVE.,Quezon City,,NCR,PS,61000,
RESIDENCIA DE REGINA,XAVIERVILLE AVE,Quezon City,,NCR,RC ,80000,
RESIDENCIA DE REGINA,XAVIERVILLE AVE,Quezon City,,NCR,PS,52000,
REXXON'S ARCADE,36 XAVIERVILLE AVE.,Quezon City,,NCR,RC,80000,
REXXON'S ARCADE,36 XAVIERVILLE AVE.,Quezon City,,NCR,PS,52000,
THE ARTON BY ROCKWELL,AURORA BLVD. COR. KATIPUNAN AVE.,Quezon City,,NCR,RC,88000,
THE ARTON BY ROCKWELL,AURORA BLVD. COR. KATIPUNAN AVE.,Quezon City,,NCR,CC,98000,
THE ARTON BY ROCKWELL,AURORA BLVD. COR. KATIPUNAN AVE.,Quezon City,,NCR,PS,62000,
