Location,URL,SKU,Title,Price,Category,Num_Bedrooms,Num_Bathrooms,Floor_Area,Land_Area,Description,Agent_Name,Agent_Link,Agent_Verification,File,Latitude,Longitude,LRTHubName,LRTHubDist,BusHubName,BusHubDist,HospitalHubName,HospitalHubDist,MallHubName,MallHubDist,SchoolHubName,SchoolHubDist,BusCount,HospitalCount,MallCount,SchoolCount,Concat,Property Type,Processed_Location,Matched_Zonal_Value
Tagaytay,https://www.lamudi.com.ph/buy/cavite/tagaytay/hotel-inn-with-a-breathtaking-view-of-taal-lake-for-sale-property-investment-bus/,CO5EDE3223144ACPH,Hotel Inn with a Breathtaking View of Taal Lake For Sale Property Investment Bus,130000000.0,commercial,0.0,0.0,0.0,1331.0,About this Business for sale in TagaytayHotel Inn with a Breathtaking View of Taal Lake The Hotel Inn was established in 1989. It has a breathtaking view of the famous Taal Lake. Inns have 22 rooms and conveniently located along a highway accessible to e,Jayson Manaol,https://www.lamudi.com.ph/jayson-manaol/,FULLY VERIFIED,Cavite,121.0088385,14.260047,NIOG,22.698437081916,n5416056168,2.42520886147892,w591128598,3.04894307727679,Midtown Square	,2.59854033339871,w507930941,0.387606442283757,0,0,0,3,130000000.0 commercial 0.0 0.0 0.0 1331.0,CR,tagaytay,57000
"Maguyam, Silang",https://www.lamudi.com.ph/projects/cavite-light-industrial-park/dyu-for-sale-1-700-sqm-warehouse-in-cavite-light-i-17149925635/,CO6638B5B316040PH,"DYU FOR SALE 1,700 sqm Warehouse in Cavite Light Industrial Park, Cavite",75000000.0,commercial,0.0,0.0,0.0,1700.0,"FOR SALE 1,700 sqm Warehouse in Cavite Light Industrial Park, Cavite 5 minutes away from Calax Silang Exit Located within the Mallorca City development of Cathay Land in the Area Maguyam Road is the alternative road going up to Tagaytay and the In",RE/MAX CAPITAL,https://www.lamudi.com.ph/remax-capital-128497/,FULLY VERIFIED,Cavite,120.9742517,14.2325514,NIOG,25.1629703948562,n7918757421,0.262496476784903,n340329900,0.225262541868444,Vista Mall Silang	,1.04964488533774,n8317936898,0.36083160091433,17,4,0,8,75000000.0 commercial 0.0 0.0 0.0 1700.0,CR,maguyam silang,160000
"Anahaw II, Silang",https://www.lamudi.com.ph/buy/cavite/silang/for-sale-corner-lot-warehouse-in-silang-cavite-near-governors-drive/,CO6007EDC3E1442PH,"For Sale Corner Lot Warehouse In Silang, Cavite Near Governor s Drive",75000000.0,commercial,0.0,0.0,1292.0,2545.0,"FOR SALE Corner Lot Warehouse In Cavite Near Governor s Drive CODE UPS Details Price 75,000,000 Floor Area 1292 Sq m Lot Area 2545 Sq m Property Type Commercial, Industrial, Warehouse Property Status For Sale Additional Details Number of Loading B",Licensed Broker,https://www.lamudi.com.ph/raimund-see-agn/,FULLY VERIFIED,Cavite,120.993675,14.263635,NIOG,21.9819243507927,n12040953665,2.21850414697904,w591128598,2.3591945313986,Midtown Square	,2.2637181999911,w980951033,1.12565499875765,0,0,0,0,75000000.0 commercial 0.0 0.0 1292.0 2545.0,CR,anahaw ii silang,35000
"San Francisco, General Trias",https://www.lamudi.com.ph/buy/cavite/general-trias/pvt-2023-0034-san-francisco-along-arnaldo-hi-way-g-169787319210/,CO64B51B99137A7PH,"PVT 2023 0034 San Francisco, Along arnaldo Hi way, General Trias, Cavite",45000000.0,commercial,0.0,0.0,0.0,833.0,"All properties are offered on As is, Where is basis. Titles of properties are either under Seller s name or under various stages of consolidation in the Seller s name. Interested parties are therefore advised to check the title, the physical an",MSGRDC Alquileta,https://www.lamudi.com.ph/my-saving-grace-realty-development-corp/,FULLY VERIFIED,Cavite,120.918355,14.312446,NIOG,16.875707431962,n8886625688,0.29844477123963,w1208184626,0.743433614940418,Vista Mall General Trias	,1.26589073238956,r10190513,0.336583192898851,14,1,0,7,45000000.0 commercial 0.0 0.0 0.0 833.0,CR,san francisco general trias,1800
"Burol, Dasmariñas",https://www.lamudi.com.ph/buy/cavite/dasmarinas/non-operational-resort-for-sale-in-dasmari-as-cavi-16925555768/,CO64DDB29AB6AADPH,"Non Operational Resort For Sale in Dasmariñas, Cavite. Good For Investment",11731000.0,commercial,0.0,0.0,0.0,2483.0,BEST BUY! NON OPERATIONAL RESORT FOR SALE IN DASMARINAS CAVITE. CAN BE CONVERTED TO RESIDENTIAL OF COMMERCIAL USE. GOOD LOCATION! GOOD FOR INVESTMENT! BELOW MARKET AND ZONAL VALUE. NOTE Direct Buyer Only. PROPERTY DETAILS Commercial Residential Pr,EJ Berdea Realty,https://www.lamudi.com.ph/berdea-realty-agn-412100/,FULLY VERIFIED,Cavite,120.948295,14.32903,NIOG,14.4924039067914,n8043611645,0.207174794472347,r8262451,0.570112487307315,Walter Mart Dasmariñas	,0.77626186464643,w563003640,0.130656828273826,32,3,1,14,11731000.0 commercial 0.0 0.0 0.0 2483.0,CR,burol dasmariñas,**
"Sahud Ulan, Tanza",https://www.lamudi.com.ph/projects/suntrust-ecotown-tanza/4-873-sqm-warehouse-for-sale-in-suntrust-ecotown-tanza-cavite/,CO61DBAE390DCDFPH,"4,873 sqm Warehouse For Sale in Suntrust Ecotown Tanza, Cavite",150000000.0,commercial,0.0,0.0,3069.0,4873.0,"Warehouse Suntrust Ecotown Tanza, Cavite For Sale Factory Overview Lot Area 4,873 sqm Floor Area 3,069 sqm Open Area 1,703 sqm 2 Floor Building 2 Main Gates Fully Fenced 1 Guardhouse w Bathroom upto 10 Parking Spaces 1 PWD Parking Beautiful Landsca",Eckhart Ang,https://www.lamudi.com.ph/eckhart-ang/,FULLY VERIFIED,Cavite,120.822985,14.35989,NIOG,18.4137582278993,n325099771,0.720641104552063,w1026031430,0.93916346643862,Vista Mall Tanza,4.49731334179446,n2937468497,0.984277774526087,1,1,0,1,150000000.0 commercial 0.0 0.0 3069.0 4873.0,CR,sahud ulan tanza,45000
Tagaytay,https://www.lamudi.com.ph/buy/cavite/tagaytay/commercial-property-for-sale-in-tagaytay-city-cavi-171535476019/,CO6634AECB5B7E4PH,"Commercial Property For Sale in Tagaytay City, Cavite",120000000.0,commercial,0.0,0.0,1000.0,300.0,"Commercial Property For Sale in Tagaytay City, Cavite Floor Area 1,000 sqm Land Size 300 sqm Price PHP 120,000,000",Bridgette Aloya,https://www.lamudi.com.ph/-agn-61008/,FULLY VERIFIED,Cavite,121.0088385,14.260047,NIOG,22.698437081916,n5416056168,2.42520886147892,w591128598,3.04894307727679,Midtown Square	,2.59854033339871,w507930941,0.387606442283757,0,0,0,3,120000000.0 commercial 0.0 0.0 1000.0 300.0,CR,tagaytay,35000
"Biga I, Silang",https://www.lamudi.com.ph/buy/cavite/silang/msg-03-1001-biga-i-silang-foreclosed-industrial-wa-17066073583/,CO65B8C2FE1A61APH,"MSG 03 1001 Biga I,Silang Foreclosed Industrial Warehouse",54871000.0,commercial,0.0,0.0,0.0,4045.0,"All properties are offered on As is, Where is basis. Titles of properties are either under Seller s name or under various stages of consolidation in the Seller s name. Interested parties are therefore advised to check the title, the physical an",MSGRDC Alquileta,https://www.lamudi.com.ph/my-saving-grace-realty-development-corp/,FULLY VERIFIED,Cavite,120.972309,14.256665,NIOG,22.4871737866629,n9892917571,0.0965949283686701,n1308919405,1.26142529854385,Vista Mall Silang	,1.66433878041939,r17100940,0.236432539353866,11,0,0,7,54871000.0 commercial 0.0 0.0 0.0 4045.0,CR,biga silang,1800
Silang,https://www.lamudi.com.ph/buy/cavite/silang/warehouse-for-sale-in-silang-cavite-along-governor-171179372392/,CO646B1F246AEB3PH,"Warehouse for Sale! in Silang, Cavite Along Governor's Drive Near SM Dasmariñas",110000000.0,commercial,0.0,0.0,2248.81,2000.0,"Lot area 2,000 sqm Floor area 2,248.81 sqm Selling Price P110,000,000 Warehouse Ready With Mezzanine with 2 story Building Water is provided from the Association or you may apply thru Silang water district. Electricity Power is served by Meralco with",ANGEL SOUZA,https://www.lamudi.com.ph/phmanila-agn/,FULLY VERIFIED,Cavite,121.0478358,14.2182266,NIOG,28.3398402910932,n5060445123,0.914796341295434,w530432230,1.62750568672259,Primark Town Center Silang	,2.81140636247683,n2015058547,1.02672373485698,1,0,0,0,110000000.0 commercial 0.0 0.0 2248.81 2000.0,CR,silang,64000
"Bancal, Carmona",https://www.lamudi.com.ph/buy/cavite/carmona/office-warehouse-for-sale-carmona-cavite-city-167868747373/,CO640EBCF11B67BPH,"Office Warehouse for Sale Carmona, Cavite City",80000000.0,commercial,0.0,0.0,2700.0,2895.0,"Office Warehouse for Sale Carmona, Cavite City Best used for manufacturers, shipping operation purposes, transport businesses, customs etc., Property Code rbkup00000151 Floor Area Size 2700 sqm Lot Area Size 2895 sqm Selling Price per Sqm Php27,",RBK Property,https://www.lamudi.com.ph/rbk-realty/,FULLY VERIFIED,Cavite,121.0076045,14.2841434,NIOG,20.080852301341,n8404071196,0.150850342884354,w591128598,1.2108355615112,Midtown Square	,0.65343714560739,n9915908372,0.212468759249149,13,0,1,10,80000000.0 commercial 0.0 0.0 2700.0 2895.0,CR,bancal carmona,35000
Dasmariñas,https://www.lamudi.com.ph/buy/cavite/dasmarinas/5-storey-modern-commercial-building-for-sale-at-da-167778231439/,CO64002DFB5AF1CPH,"5 Storey Modern Commercial Building for Sale at Dasmariñas, Cavite",90000000.0,commercial,0.0,0.0,0.0,1251.0,"Property Code 12585DAS Commercial Building for SALE Dasmarinas, Cavite Lot Area 1,251 sqm 5 Storey Modern Building with Open Parking Area Ground Floor Main Lobby Lower Ground Reception Area First Floor Employee s Locker Room with Toilet Bath Guest",Joel Baoya,https://www.lamudi.com.ph/baoya-property-solutions-inc-agn/,FULLY VERIFIED,Cavite,120.9724,14.3243,NIOG,15.025145400055,n331291469,0.252451802251626,n1043176192,1.03847484004306,SM City Dasmariñas,2.96169326167239,r8785705,0.321431312154639,5,0,0,6,90000000.0 commercial 0.0 0.0 0.0 1251.0,CR,dasmariñas,88000
"Maguyam, Silang",https://www.lamudi.com.ph/buy/cavite/silang/ja-for-sale-4-696-sqm-warehouse-in-maguyam-silang-171281647642/,CO6617815C41C35PH,"JA FOR SALE 4,696 sqm Warehouse in Maguyam, Silang, Cavite",150000000.0,commercial,0.0,0.0,1986.0,4696.0,"FOR SALE 4,696 sqm Warehouse in Maguyam, Silang, Cavite Lot Area 4,696 sqm Floor Area 1,986 sqm Building features Male and female toilets 2 sets Concrete floor wall finish Main loading dock Secondary loading dock Perimeter fen",RE/MAX CAPITAL,https://www.lamudi.com.ph/remax-capital-128497/,FULLY VERIFIED,Cavite,120.9742517,14.2325514,NIOG,25.1629703948562,n7918757421,0.262496476784903,n340329900,0.225262541868444,Vista Mall Silang	,1.04964488533774,n8317936898,0.36083160091433,17,4,0,8,150000000.0 commercial 0.0 0.0 1986.0 4696.0,CR,maguyam silang,139000
Tagaytay,https://www.lamudi.com.ph/buy/cavite/tagaytay/for-sale-brand-new-apartment-hotel-with-rooftop-in-17110062769/,CO65FBE24467659PH,For Sale Brand New Apartment Hotel with Rooftop in Tagaytay,30000000.0,commercial,0.0,0.0,450.0,886.0,For Sale Brand New Apartment Hotel in Tagaytay Lot Area 886 sqm Floor Area Approximately 450 sqm Perfect for Airbnb rentals American Minimalist Inspired Home Rooftop Modern kitchen and dining essentials Equipped with fiber internet and a TV o,Capstone Properties Inc.,https://www.lamudi.com.ph/capstone-agn-620386/,FULLY VERIFIED,Cavite,121.0088385,14.260047,NIOG,22.698437081916,n5416056168,2.42520886147892,w591128598,3.04894307727679,Midtown Square	,2.59854033339871,w507930941,0.387606442283757,0,0,0,3,30000000.0 commercial 0.0 0.0 450.0 886.0,CR,tagaytay,26000
"Francisco De Castro, General Mariano Alvarez",https://www.lamudi.com.ph/projects/casa-de-monteverde-homes/msg-33-1811-casa-de-monteverde-subdivision-baranga-170686526062/,CO63806D2ACFE3DPH,"MSG 33 1811 Casa De Monteverde Subdivision, Barangay Francisco De Castro, General Ma...",9091000.0,commercial,0.0,0.0,528.0,318.0,"All properties are offered on As is, Where is basis. Titles of properties are either under Seller s name or under various stages of consolidation in the Seller s name. Interested parties are therefore advised to check the title, the physical an",MSGRDC Alquileta,https://www.lamudi.com.ph/my-saving-grace-realty-development-corp/,FULLY VERIFIED,Cavite,121.0241928,14.31946548,NIOG,16.9852038218158,n1464781735,0.424392718591834,w321475703,2.85905005205904,Walter Mart Carmona	,2.98315036804592,n1464783508,0.174771885397191,3,0,0,8,9091000.0 commercial 0.0 0.0 528.0 318.0,CR,francisco de castro general mariano alvarez,35000
"Cabilang Baybay, Carmona",https://www.lamudi.com.ph/buy/cavite/carmona/commercial-property-for-sale-in-carmona-cavite-17016664479/,CO656B127C9F5E6PH,"Commercial Property for Sale in Carmona, Cavite",9990000.0,commercial,0.0,0.0,170.0,200.0,"CODE CP RS Commercial Property for Sale in Carmona, Cavite Welcome to Carmona ! Carmona is a landlocked municipality in the coastal province of Cavite. The municipality has a land area of 29.75 square kilometers or 11.49 square miles which constitutes",27C Realty,https://www.lamudi.com.ph/27c-realty/,FULLY VERIFIED,Cavite,121.0428142,14.3197144,NIOG,17.877232859216,n6846023682,0.429861853785194,n1948658013,1.15547012146721,Walter Mart Carmona	,1.13462204710789,w808629497,0.763624013654262,7,0,0,1,9990000.0 commercial 0.0 0.0 170.0 200.0,CR,cabilang baybay carmona,1800
"Maduya, Carmona",https://www.lamudi.com.ph/buy/cavite/carmona/peza-zone-warehouse-in-golden-mile-cavite-for-sale-in-maduya-carmona/,CO5FF58B62ACB80PH,"PEZA Zone Warehouse in Golden Mile Cavite For Sale in Maduya, Carmona",98500000.0,commercial,0.0,0.0,1968.0,2895.0,"PEZA Zone Warehouse in Golden Mile Cavite For Sale Commercial property for sale in Maduya, Carmona, Cavite",Roberto Raphael Bautista,https://www.lamudi.com.ph/roberto-bautista/,FULLY VERIFIED,Cavite,121.0637127,14.3179626,NIOG,19.263851248999,n7447733713,0.221910812569921,w1116684380,1.04033802616261,Walter Mart Carmona	,1.44395233929553,w145889470,0.328057383476094,10,0,0,6,98500000.0 commercial 0.0 0.0 1968.0 2895.0,CR,maduya carmona,35000
"Carsadang Bago II, Imus",https://www.lamudi.com.ph/buy/cavite/imus/1050-floor-area-3-storey-commercial-building-for-s-170064963471/,CO655DDAA22C708PH,1050 Floor Area 3 Storey Commercial Building for Sale Imus Cavite,60000000.0,commercial,0.0,0.0,1050.0,0.0,"1,050sqm Commercial Building For sale Imus, Cavite",Cerillano Charisse Joyce,https://www.lamudi.com.ph/charisse-joyce-cerillano/,FULLY VERIFIED,Cavite,120.9232204,14.424086,NIOG,5.55838205042449,n8374279693,1.99277976702262,r16195464,1.82138268315183,SM Center Imus	,1.70165034324709,n4698291790,0.210739840007376,0,0,0,10,60000000.0 commercial 0.0 0.0 1050.0 0.0,CR,carsadang bago ii imus,18000
"Bulihan, Silang",https://www.lamudi.com.ph/buy/cavite/silang/as-for-sale-warehouse-in-greenway-business-park-ol-167029739871/,CO638EB7363E2DFPH,"AS For Sale Warehouse in Greenway Business Park, Old Bulihan, Silang, Cavite",110000000.0,commercial,0.0,0.0,2248.81,2000.0,"FOR SALE Warehouse in Greenway Business Park, Old Bulihan, Silang, Cavite Location Greenway Business Park Floor, Greenway Business Park, Governor's Drive, Old Bulihan, Silang, Cavite Developer Ecorock Corporation No. of Bedroom s 0 0 Servants' Qua",RE/MAX CAPITAL,https://www.lamudi.com.ph/remax-capital-128497/,FULLY VERIFIED,Cavite,120.9961063,14.275178,NIOG,20.7715988540879,n12040953665,0.949223232064102,w591128598,1.06410888412983,Midtown Square	,1.01617455135254,n4768743624,0.0787846658322608,3,0,0,5,110000000.0 commercial 0.0 0.0 2248.81 2000.0,CR,bulihan silang,18000
"Diego Silang, Cavite City",https://www.lamudi.com.ph/buy/cavite/cavite-city/commercial-warehouse-for-sale-in-cavite-city-16787668158/,CO640FF2DF3B6D5PH,Commercial Warehouse for Sale in Cavite City,40000000.0,commercial,0.0,0.0,900.0,1200.0,"Commercial Warehouse for Sale in Cavite City Best used for manufacturers, shipping operation purposes, transport businesses, customs etc., Property Code rbkup00000153 Floor Area Size 900 sqm Lot Area Size 1200 sqm Selling Price Sqm Php33,333 Total",RBK Property,https://www.lamudi.com.ph/rbk-realty/,FULLY VERIFIED,Cavite,120.887522,14.466975,NIOG,7.83006498323309,n5850034214,3.72301515482293,w284349392,0.726400764171281,Lokal Mall	,4.25796884857519,w812553292,0.431139314644104,0,1,0,3,40000000.0 commercial 0.0 0.0 900.0 1200.0,CR,diego silang cavite city,57000
"Silangan II, Rosario",https://www.lamudi.com.ph/buy/cavite/rosario-2/property-for-sale-bc-sunstar-plaza-building-silang-171654042343/,CO6642CF409BE70PH,"Property for Sale BC Sunstar Plaza Building Silang, Cavite",65000000.0,commercial,0.0,0.0,1500.0,650.0,"Lot Area 650 sqm. Floor Area 500 sqm. floor Total floor area 1,500 sqm. 3 Storey Building Corner commercial property Ave Maria, Cor. Giongco St., Silangan II, Rosario Cavite. P65M",Natividad Chong,https://www.lamudi.com.ph/natividad-chong/,FULLY VERIFIED,Cavite,120.8577196,14.4160739,NIOG,12.0062153833743,n12170109477,1.18262099208489,n660610237,0.308456262743481,Primark Town Center Rosario Public Market,0.091437283237658,r16464587,0.145848535474581,0,1,2,5,65000000.0 commercial 0.0 0.0 1500.0 650.0,CR,silangan ii rosario,35000
"Paliparan II, Dasmariñas",https://www.lamudi.com.ph/buy/cavite/dasmarinas/office-warehouse-in-dasmarinas-cavite-for-sale-171457026233/,CO66324416366E6PH,"OFFICE WAREHOUSE IN DASMARINAS, CAVITE FOR SALE",167999999.99999997,commercial,0.0,0.0,2112.0,3000.0,"Office Warehouse at Dasmarinas Technopark for Sale 3 story Building Floor Area 2,112 square meters Lot Area 3,000 square meters 168,000,000 only",Global Property Services,https://www.lamudi.com.ph/aldman-realty-agn-641114/,FULLY VERIFIED,Cavite,120.99031,14.30488,NIOG,17.4263378861759,n12115417705,0.250713806275292,n1468022888,1.95327020446386,Unitop Mall Dasmariñas	,1.91827183203826,n8630097596,0.353012119172557,3,0,0,8,167999999.99999997 commercial 0.0 0.0 2112.0 3000.0,CR,paliparan ii dasmariñas,21000
"Pinagbuklod, Imus",https://www.lamudi.com.ph/buy/cavite/imus/250-sq-meters-commercial-building-property-for-sal-169140014327/,CO6423DFD020405PH,"250 sq. meters Commercial Building Property For Sale in Imus, Cavite",14499999.999999998,commercial,0.0,0.0,250.0,423.0,Commercial property for Sale Along the busy road of Barangay Bahayang Pag asa. Floor Area m 250 sqm Land Size m 423 sqm,Ryan Jess Granda,https://www.lamudi.com.ph/ryan-jess-a-granda/,FULLY VERIFIED,Cavite,120.9650078,14.3943756,NIOG,7.23198363358339,n11206794034,0.641471118930496,n6601658615,1.08151783923893,SM City Molino,1.76774884705047,n1202984316,0.300587735292857,2,0,0,12,14499999.999999998 commercial 0.0 0.0 250.0 423.0,CR,pinagbuklod imus,132000
Dasmariñas,https://www.lamudi.com.ph/buy/cavite/dasmarinas/good-for-hotel-commercial-building-for-sale-in-das-167783494911/,CO640191F4964FEPH,"Good for Hotel Commercial Building For Sale in Dasmariñas, Cavite",90000000.0,commercial,0.0,0.0,0.0,1251.0,"Property Code 12585DAS Commercial Building for SALE Dasmarinas, Cavite Lot Area 1,251 sqm 5 Storey Modern Building with Open Parking Area Ground Floor Main Lobby Lower Ground Reception Area First Floor Employee s Locker Room with Toilet Bath Guest",Emmanuel Joseph Flores,https://www.lamudi.com.ph/-agn-10752/,SEMI VERIFIED,Cavite,120.9567904,14.322093,NIOG,15.2105601369867,n6149150553,0.0785290652397542,n5839174185,0.507113701097505,Vista Mall Dasmariñas,1.34591781326868,n6149392757,0.171164698007368,25,9,0,23,90000000.0 commercial 0.0 0.0 0.0 1251.0,CR,dasmariñas,18000
"Kaingen, Kawit",https://www.lamudi.com.ph/buy/cavite/kawit/warehouse-or-commercial-building-in-cavite-for-sale-near-pogo-island/,CO621BADDA09C74PH,Warehouse or Commercial Building in Cavite FOR SALE near POGO Island,450000000.0,commercial,0.0,0.0,8000.0,3400.0,"Commercial Building Warehouse Building in Kawit, Cavite near POGO Island for sale Lot area 3,400 sqm Floor area 8,000 sqm With Open Space for mult use Can be used to Shopping mall, furniture depot, E Commerce warehouse or retail space 4 Floors with",Franzel Muñez,https://www.lamudi.com.ph/franzel-munez-agn/,SEMI VERIFIED,Cavite,120.9058339,14.4462285,NIOG,5.99630274551664,n1316678845,0.831573257457291,n10733830512,0.462938543994879,Lokal Mall	,2.23335922988481,w168831686,0.269663560954055,1,2,0,6,450000000.0 commercial 0.0 0.0 8000.0 3400.0,CR,kaingen kawit,18000
